Long,Lat,Depth,T,Sal,CDOM,Turb,TA,O2,pH,pCO2 ,Ar ,SPM,POC,DIC,nDIC,AOU,Temp K,CO2_Gas_conc_?mol_L
189.511,70.976,37,2.38,32.48,,,2336.0,343.77,8.04,236.00,2.21,1.89,,2122.00,2286.64,-9.92,275.53,10.433
183.18,70.99,0,1.31,30.44,,,,356.60,8.30,202.83,1.50,1.01,,1581.55,1818.48,-8.18,274.46,9.001
183.18,70.99,15,0.86,31.87,,,,399.10,8.29,200.83,1.52,,,1579.71,1734.86,-50.49,274.01,8.927
183.18,70.99,37,0.86,31.87,,,,233.50,7.72,872.84,0.45,2.49,,1755.24,1927.62,115.11,274.01,38.799
187.90,70.99,0,3.84,31.79,,,,331.30,8.32,226.58,2.01,0.26,,1804.50,1986.71,-7.57,276.99,9.964
187.90,70.99,20,3.97,31.86,,,,303.80,8.33,224.41,2.08,,,1823.93,2003.69,18.74,277.12,9.863
187.90,70.99,43,1.37,32.43,,,,324.40,8.10,397.46,1.24,1.54,,1939.70,2093.42,18.20,274.52,17.635
189.37,70.99,0,3.23,32.33,,,,342.80,8.33,198.97,1.84,3.62,,1637.89,1773.16,-15.54,276.38,8.769
189.37,70.99,10,3.09,32.40,,,,343.00,8.34,194.81,1.90,,,1657.28,1790.27,-14.78,276.24,8.590
189.37,70.99,20,1.87,32.52,,,,374.20,8.35,189.04,1.95,,,1705.70,1835.78,-36.15,275.02,8.372
189.37,70.99,41,1.79,32.52,,,,297.90,8.11,378.94,1.23,0.91,,1861.64,2003.61,40.83,274.94,16.788
162.832,71.001,4.0,0.98,31.13,1.89,3.01,2147.6,312.51,7.99,424.03,1.12,8.56,,2058.68,2314.65,37.01,274.13,18.841
162.832,71.001,5.6,0.98,31.13,1.89,2.91,2151.5,312.96,7.99,428.65,1.12,,,2063.55,2320.24,36.61,274.13,19.046
162.832,71.001,15.1,0.98,31.13,1.84,2.91,2151.5,309.37,7.98,430.58,1.11,11.88,,2064.10,2320.88,40.18,274.13,19.132
159.891,71.001,0.0,4.58,15.33,40.07,15.90,1290.0,360.13,7.81,467.68,0.36,12.00,0.67,1284.00,2932.12,-0.40,277.73,20.511
159.891,71.001,10.0,3.87,16.85,30.05,32.28,1355.0,353.51,7.80,483.91,0.38,29.00,0.75,1348.00,2799.75,8.53,277.02,21.277
131.45,71.01,0.0,7.03,3.43,,,,361.20,7.85,245.80,0.05,4.00,,359.09,3664.13,8.49,280.18,10.686
131.45,71.01,10.0,0.96,20.79,,,,131.30,7.16,1749.49,0.04,7.60,,885.40,1490.58,247.49,274.11,77.740
161.066,71.017,0.0,4.42,11.53,39.10,13.36,1036.4,361.44,7.63,606.80,0.16,11.70,0.49,1058.00,3211.65,10.19,277.57,26.628
161.066,71.017,12.0,2.71,13.93,26.65,25.30,1173.5,359.30,7.57,754.40,0.16,68.00,1.09,1206.00,3030.15,22.04,275.86,33.310
130.47,71.02,0.0,7.43,2.18,,,,361.60,7.83,610.45,0.11,4.00,,818.72,13144.62,7.84,280.58,26.500
130.47,71.02,11.0,0.39,22.00,,,,149.50,7.20,2465.52,0.07,21.40,,1385.78,2204.65,231.48,273.54,109.785
153,71.034,0.0,5.10,8.49,53.88,34.96,867.0,365.49,7.58,615.80,0.11,28.26,0.71,895.00,3689.77,8.21,278.25,26.957
153,71.034,9.0,4.54,9.50,47.46,21.00,917.3,360.87,7.58,627.70,0.12,23.14,0.78,945.00,3482.64,15.34,277.69,27.533
131.03,71.05,0.0,7.42,2.35,,,,361.60,7.86,316.00,0.06,5.40,,449.24,6690.80,7.47,280.57,13.718
131.03,71.05,14.0,-0.57,22.81,,,,186.40,7.29,1379.09,0.06,18.60,,982.18,1507.07,202.07,272.58,61.625
130.772,71.052,0.0,4.68,8.93,81.60,6.13,1116.0,367.00,7.80,463.53,0.23,6.26,0.20,1127.00,4416.64,9.46,277.83,20.322
130.772,71.052,10.0,4.64,9.36,,5.53,1142.0,364.00,7.66,667.24,0.17,,,1162.00,4343.69,11.55,277.79,29.256
130.772,71.052,16.0,1.64,24.09,46.76,13.26,1921.0,65.00,7.04,3874.48,0.10,11.80,0.22,2154.00,3130.03,297.74,274.79,171.737
161.6935,71.1082,4.2,2.07,23.17,12.61,0.02,1681.0,370.10,7.94,408.63,0.67,,0.46,1616.00,2441.28,-8.77,275.22,18.085
161.6935,71.1082,10.1,0.97,25.53,,0.02,1814.8,374.78,7.97,390.38,0.80,,,1740.90,2386.50,-9.68,274.12,17.346
161.6935,71.1082,16.2,0.69,26.88,9.81,0.12,1914.0,372.54,7.92,461.91,0.77,,0.13,1851.40,2411.10,-8.60,273.84,20.545
161.6935,71.1082,20.1,0.69,26.92,9.99,0.16,1915.8,372.57,7.92,463.65,0.77,,0.13,1851.80,2408.03,-8.71,273.84,20.623
161.992,71.117,0.0,3.13,17.67,21.76,3.16,1376.0,363.59,7.86,423.15,0.43,1.95,0.27,1360.00,2694.40,3.05,276.28,18.655
161.992,71.117,10.0,2.16,20.62,17.70,2.78,1547.0,360.30,7.79,540.84,0.44,,,1538.00,2611.03,7.29,275.31,23.928
161.992,71.117,20.0,-0.15,23.58,8.79,6.55,1716.0,353.06,7.81,549.03,0.50,2.63,0.34,1703.00,2527.68,28.71,273.00,24.495
160.83,71.12,0.0,2.53,24.01,,,,344.90,8.03,287.86,0.46,19.28,,1059.83,1544.95,9.89,275.68,12.719
160.83,71.12,9.0,2.53,24.01,,,,346.50,8.01,305.38,0.44,9.14,,1069.65,1559.25,8.29,275.68,13.493
131.339,71.132,0.0,4.48,8.64,87.41,6.15,1137.0,372.00,7.84,440.14,0.25,5.73,0.16,1146.00,4645.05,7.18,277.63,19.310
131.339,71.132,9.0,4.54,9.18,,5.78,1164.0,363.00,7.80,480.64,0.24,,,1174.00,4474.57,14.06,277.69,21.082
131.339,71.132,14.0,2.00,22.77,54.63,16.64,1886.0,69.00,7.03,3921.81,0.10,19.20,0.24,2119.00,3257.85,294.07,275.15,173.609
129.966,71.168,0.0,4.38,7.53,81.93,5.15,1009.0,379.00,7.85,385.49,0.22,6.60,0.38,1018.00,4731.11,4.33,277.53,16.918
129.966,71.168,12.0,2.32,22.43,48.93,11.04,1754.0,121.00,7.11,3048.74,0.11,7.26,0.19,1937.00,3022.25,240.06,275.47,134.807
169.3728,71.2192,4.3,-0.52,27.56,2.60,0.01,1906.3,386.36,8.23,210.81,1.41,,0.56,1781.70,2262.96,-12.57,272.63,9.418
169.3728,71.2192,7.4,-0.43,27.62,2.42,0.01,1920.8,388.62,8.23,211.70,1.43,,0.60,1778.60,2254.16,-15.92,272.72,9.455
169.3728,71.2192,20.3,-0.67,29.76,,0.02,2065.4,454.07,8.24,213.99,1.65,,,1898.40,2232.74,-85.15,272.48,9.566
169.3728,71.2192,30.4,-1.34,31.33,3.42,0.04,2158.9,427.79,8.15,280.71,1.44,,0.85,2025.30,2262.37,-56.86,271.81,12.579
169.3728,71.2192,44.2,-1.65,32.41,4.79,0.12,2220.9,238.29,7.61,1074.50,0.47,,0.15,2247.70,2427.32,132.56,271.50,48.205
131.72,71.23,0.0,7.28,2.48,,,,360.50,7.87,493.79,0.10,4.12,,728.69,10283.90,9.49,280.43,21.447
131.72,71.23,9.0,0.46,21.22,,,,123.60,7.17,1932.38,0.05,7.92,,1003.11,1654.51,258.98,273.61,86.024
130.80,71.24,0.0,7.26,2.50,,,,361.20,7.85,346.81,0.07,5.00,,489.11,6847.56,8.92,280.41,15.065
130.80,71.24,14.0,-0.73,25.51,,,,178.90,7.33,946.23,0.06,11.72,,764.44,1048.83,203.09,272.42,42.307
153.992,71.243,0.0,2.87,17.70,21.64,10.65,1372.0,368.06,7.80,483.16,0.38,9.25,0.31,1366.00,2701.32,1.01,276.02,21.321
153.992,71.243,14.0,1.26,19.56,16.74,9.70,1490.0,368.24,7.78,539.15,0.38,8.93,0.77,1488.00,2662.15,11.12,274.41,23.931
130.00,71.26,0.0,6.35,5.57,,,,360.80,7.96,426.02,0.16,6.72,,826.49,5193.41,9.28,279.50,18.565
130.00,71.26,12.0,-0.23,21.83,,,,330.10,7.63,990.77,0.21,10.12,,1494.09,2395.47,57.78,272.92,44.217
152.1527,71.3577,4.0,5.38,19.52,10.16,0.12,1537.5,343.50,7.80,548.27,0.47,,0.17,1501.10,2691.62,-1.69,278.53,23.976
152.1527,71.3577,9.0,1.19,22.94,6.38,0.33,1710.4,334.92,7.64,843.46,0.34,,0.24,1718.50,2622.50,35.45,274.34,37.449
-174.2002,71.3987,3.7,4.70,32.08,,0.02,2197.4,334.58,8.29,202.56,2.43,,,1968.50,2147.79,-18.17,277.85,8.880
-174.2002,71.3987,9.9,4.70,32.08,,0.02,2197.5,334.45,8.29,201.24,2.44,,,1971.10,2150.28,-18.08,277.85,8.822
-174.2002,71.3987,15.2,4.63,32.14,,0.02,2200.0,331.16,8.29,201.27,2.44,,,1972.30,2147.55,-14.41,277.78,8.825
-174.2002,71.3987,20.2,4.33,32.44,,0.02,2217.3,334.65,8.31,189.23,2.56,,,2132.40,2300.43,-16.34,277.48,8.306
-174.2002,71.3987,43.5,2.25,32.65,,0.09,2238.6,254.14,8.00,432.40,1.28,,,1846.60,1979.24,80.37,275.40,19.124
-175.1743,71.3997,4.0,1.78,31.04,,0.01,2134.0,360.53,8.33,174.05,2.29,,,1902.30,2144.66,-17.90,274.93,7.711
-175.1743,71.3997,10.4,1.78,31.05,,0.01,2133.1,360.66,8.33,174.19,2.28,,,1954.10,2202.38,-17.98,274.93,7.717
-175.1743,71.3997,19.1,1.14,31.56,,0.01,2174.2,365.34,8.30,190.62,2.17,,,2083.40,2310.25,-18.38,274.29,8.465
-175.1743,71.3997,30.2,-0.28,32.27,,0.02,2216.9,327.83,8.04,375.36,1.26,,,2230.80,2419.16,30.11,272.87,16.755
-175.1743,71.3997,40.4,-1.45,32.91,,0.02,2253.4,279.90,7.82,658.91,0.77,,,2245.50,2387.93,87.54,271.70,29.539
-175.1743,71.3997,47.9,-1.61,33.13,,0.04,2261.6,259.22,7.82,664.69,0.76,,,2251.20,2378.40,109.18,271.54,29.816
-175.1743,71.3997,51.9,-1.61,33.13,,0.05,2266.1,258.57,7.82,662.37,0.77,,,1965.60,2076.57,109.84,271.54,29.712
152.245,71.4,0.0,4.62,10.56,59.24,21.25,1014.5,382.96,7.65,576.20,0.16,16.42,0.53,1035.00,3429.13,-10.57,277.77,25.266
152.245,71.4,8.0,3.58,12.12,58.68,23.51,1138.4,353.25,7.47,950.20,0.12,18.19,0.55,1186.00,3425.96,24.76,276.73,41.823
-175.5015,71.4007,4.6,1.37,31.06,,0.02,2139.3,365.88,8.31,186.60,2.15,,,1930.70,2175.78,-19.65,274.52,8.279
-175.5015,71.4007,10.3,1.69,31.19,,0.02,2145.9,362.45,8.32,182.60,2.22,,,1938.20,2175.22,-19.33,274.84,8.092
-175.5015,71.4007,20.6,0.99,31.59,,0.02,2167.9,371.26,8.27,204.81,2.04,,,1975.90,2188.96,-23.04,274.14,9.100
-175.5015,71.4007,28.532,0.08,32.08,,0.02,,323.75,,,,,,2102.90,2294.25,31.40,273.23,0.000
-175.5015,71.4007,31.9,-0.58,32.44,,0.05,2212.1,323.52,8.08,341.43,1.35,,,1900.10,2049.85,36.81,272.57,15.257
129.995,71.413,0.0,4.49,7.25,98.14,6.71,1076.0,371.00,7.86,400.43,0.24,5.26,0.22,1085.00,5238.65,12.01,277.64,17.567
129.995,71.413,12.0,2.13,23.39,47.99,11.28,1855.0,155.00,7.24,2360.88,0.16,13.60,0.39,1986.00,2972.29,205.17,275.28,104.462
158.901,71.434,0.0,3.74,16.80,31.09,8.74,1350.0,362.96,7.82,468.57,0.38,3.33,0.34,1341.00,2794.50,0.45,276.89,20.612
158.901,71.434,14.0,-0.06,22.86,10.02,9.03,1670.0,360.52,7.81,534.05,0.48,5.36,0.29,1658.00,2538.69,22.49,273.09,23.819
131.337,71.467,0.0,4.28,7.66,,7.19,1104.0,374.00,7.85,422.43,0.24,7.13,0.20,1114.00,5090.74,9.94,277.43,18.546
131.337,71.467,8.0,4.50,9.72,,5.48,1174.0,362.00,7.81,472.33,0.26,,,1183.00,4261.97,13.92,277.65,20.721
131.337,71.467,16.0,-0.09,27.54,36.20,10.71,2077.0,86.00,7.15,3077.02,0.15,12.30,0.23,2264.00,2876.85,283.58,273.06,137.255
170.5532,71.4833,4.1,-0.25,27.17,,0.01,1890.4,379.92,8.09,296.83,1.06,,,1794.30,2311.39,-7.73,272.90,13.248
170.5532,71.4833,10.3,-0.24,27.23,,0.01,1899.5,380.21,8.10,290.72,1.09,,,1787.00,2296.58,-8.21,272.91,12.976
170.5532,71.4833,15.5,-0.36,28.68,,0.01,1967.3,392.18,8.20,232.43,1.42,,,1817.30,2217.75,-23.22,272.79,10.378
170.5532,71.4833,25.4,-1.08,30.29,,0.02,2098.9,364.28,8.01,391.09,1.04,,,2021.90,2335.94,7.10,272.07,17.509
170.5532,71.4833,35.3,-1.34,31.52,,0.03,2168.5,426.33,8.16,274.02,1.48,,,2034.90,2259.56,-55.99,271.81,12.279
170.5532,71.4833,48.5,-1.71,32.89,,0.13,2244.0,229.97,7.60,1122.24,0.46,,,2289.30,2436.43,140.12,271.44,50.359
182.769,71.489,3.819,3.83,31.89,0.71,0.56,2185.5,290.93,8.14,297.56,1.76,13.38,,2025.90,2223.72,32.66,276.98,13.085
182.769,71.489,10.685,3.83,31.89,0.83,0.56,2185.0,287.87,8.14,297.46,1.75,,,2025.40,2223.17,35.71,276.98,13.081
182.769,71.489,14.969,3.83,31.89,0.71,0.54,2185.0,285.49,8.14,296.04,1.76,,,2024.60,2222.32,38.09,276.98,13.018
182.769,71.489,22.137,3.83,31.89,0.89,0.54,2185.7,285.81,8.14,296.15,1.76,11.52,,2025.40,2223.14,37.74,276.98,13.023
130.21,71.49,0.0,6.30,5.02,,,,363.50,7.95,376.48,0.14,4.92,,717.26,5000.83,8.55,279.45,16.410
130.21,71.49,10.0,4.14,16.61,,,,293.20,7.47,1235.37,0.11,25.52,,1135.21,2392.08,67.04,277.29,54.265
129.60,71.50,0.0,6.57,2.59,,,,363.20,7.91,370.50,0.09,4.60,,608.83,8227.43,13.04,279.72,16.133
129.60,71.50,10.0,0.06,21.43,,,,347.40,7.61,965.47,0.19,7.00,,1396.24,2280.37,38.67,273.21,43.043
130.69,71.50,0.0,6.94,5.52,,,,388.10,7.94,200.37,0.07,2.72,,378.42,2399.41,-23.24,280.09,8.713
130.69,71.50,12.0,-0.72,24.94,,,,264.90,7.51,840.20,0.12,15.64,,1019.73,1431.05,118.69,272.43,37.565
131.95,71.50,0.0,7.17,2.64,,,,390.50,7.85,398.64,0.08,3.20,,568.90,7542.26,-19.94,280.32,17.321
131.95,71.50,11.0,-0.59,24.50,,,,202.80,7.34,2008.87,0.13,4.20,,1638.02,2340.03,180.77,272.56,89.773
156.263,71.5,0.0,4.27,12.89,32.20,10.71,1073.4,367.94,7.66,568.40,0.19,8.60,0.30,1090.00,2958.74,1.28,277.42,24.956
156.263,71.5,12.5,2.89,16.07,19.10,13.15,1281.3,361.09,7.68,609.40,0.24,11.50,0.32,1295.00,2821.21,12.35,276.04,26.890
131.38,71.51,0.0,7.23,3.29,,,,369.30,7.89,252.22,0.06,4.52,,399.03,4245.01,-1.05,280.38,10.957
131.38,71.51,14.0,-0.77,28.42,,,,148.00,7.36,1296.60,0.11,21.40,,1153.77,1420.90,225.77,272.38,57.981
130.333,71.584,3.4,3.04,15.38,25.72,9.03,1460.0,347.93,7.92,414.02,0.46,9.20,,1441.20,3280.40,26.02,276.19,18.259
130.333,71.584,11.3,3.09,15.82,24.96,7.92,1466.6,336.08,7.90,433.70,0.45,8.86,,1449.70,3207.95,36.18,276.24,19.123
157.845,71.59,0.0,3.30,14.52,27.51,10.82,1223.4,367.62,7.69,583.50,0.23,5.40,0.24,1237.00,2982.06,6.22,276.45,25.708
157.845,71.59,15.4,1.81,17.37,16.79,37.92,1350.9,370.90,7.66,659.30,0.24,26.48,0.64,1368.00,2756.87,9.44,274.96,29.206
158.282,71.618,3.4,1.75,28.41,5.28,16.56,2004.7,310.46,7.97,431.17,0.97,24.96,,1931.89,2379.82,39.44,274.90,19.104
158.282,71.618,15.0,1.75,28.42,5.44,17.31,2004.4,319.38,7.97,427.17,0.97,23.68,,1930.71,2378.13,30.55,274.90,18.927
129.98,71.62,0.0,8.39,8.98,,,1444.0,359.80,8.16,360.80,0.59,1.05,,1420.42,5536.16,-16.27,281.54,15.609
129.98,71.62,5.0,6.99,12.80,,,1460.0,353.40,8.10,386.60,0.56,4.14,,1425.97,3899.15,-7.95,280.14,16.809
154.992,71.624,0.0,2.33,17.83,24.12,5.38,1398.0,376.56,7.83,457.01,0.40,4.15,0.25,1388.00,2724.52,-2.73,275.48,20.207
154.992,71.624,15.0,-0.01,20.13,11.51,7.95,1564.0,361.90,7.78,558.94,0.39,7.60,0.48,1564.00,2719.52,28.83,273.14,24.925
152.488,71.626,0.0,2.70,17.53,22.05,2.72,1370.0,374.87,7.84,437.66,0.41,1.95,0.21,1358.00,2711.23,-3.79,275.85,19.325
152.488,71.626,14.0,0.51,20.49,12.93,12.19,1545.0,357.79,7.72,629.86,0.35,9.95,0.35,1552.00,2651.53,26.44,273.66,28.034
157.335,71.66,0.0,2.50,17.64,24.12,4.58,1387.0,374.12,7.84,447.93,0.40,1.63,0.20,1376.00,2729.73,-1.36,275.65,19.793
157.335,71.66,12.0,-0.20,22.31,8.66,6.26,1634.0,368.00,7.83,500.67,0.48,1.81,0.20,1619.00,2539.59,18.11,272.95,22.342
151,71.662,0.0,2.71,12.85,47.27,90.71,1171.0,369.00,7.74,527.55,0.22,145.20,0.69,1185.00,3228.13,15.48,275.86,23.293
130.367,71.689,3.3,2.72,14.10,27.74,12.24,1413.4,338.27,7.91,416.19,0.41,10.10,,1400.00,3475.67,42.49,275.87,18.376
130.367,71.689,6.0,2.89,14.52,27.03,10.53,1419.9,335.96,7.90,420.07,0.42,,,1405.50,3387.89,41.84,276.04,18.535
130.367,71.689,12.2,3.03,15.30,25.22,10.16,1435.0,341.05,7.89,435.45,0.42,7.20,,1420.60,3249.27,33.16,276.18,19.204
129.68,71.7,0.0,1.43,3.93,,,943.0,401.60,7.97,392.90,0.15,27.02,,967.08,8612.68,24.37,274.58,17.429
130.30,71.70,0.0,6.03,6.25,,,,367.50,8.00,400.26,0.19,4.60,,865.85,4848.79,3.67,279.18,17.463
130.30,71.70,5.0,5.68,8.59,,,,361.10,7.98,398.78,0.20,,,894.07,3642.90,6.89,278.83,17.420
130.30,71.70,11.0,0.87,21.08,,,,319.80,7.55,1223.60,0.18,20.54,,1504.84,2498.54,59.05,274.02,54.389
131.13,71.70,0.0,6.93,5.49,,,,358.70,7.96,273.05,0.11,4.60,,527.81,3364.91,6.33,280.08,11.874
131.13,71.70,5.0,3.59,19.32,,,,363.60,7.94,202.73,0.17,,,551.61,,-5.72,276.74,8.923
131.13,71.70,14.0,-0.82,30.78,,,,103.80,7.34,1616.11,0.13,17.60,,1395.56,1586.90,263.60,272.33,72.282
153,71.7,0.0,4.25,10.67,48.87,6.86,1001.8,387.50,7.73,470.00,0.19,6.97,0.40,1013.00,3322.84,-11.89,277.40,20.637
153,71.7,15.0,0.99,17.58,35.61,11.52,1424.1,367.32,7.40,1293.10,0.14,11.50,0.37,1496.00,2979.21,20.68,274.14,57.453
161.159,71.701,0.0,2.10,16.48,12.12,1.66,1260.1,380.97,7.74,521.00,0.26,0.58,0.11,1266.00,2689.40,-0.92,275.25,23.056
161.159,71.701,20.0,-0.51,22.15,12.64,6.58,1633.4,363.23,7.60,873.50,0.27,5.15,0.15,1665.00,2630.53,26.57,272.64,39.023
132.00,71.72,0.0,6.98,3.27,,,,363.80,7.90,317.15,0.08,5.00,,518.74,5552.27,6.78,280.13,13.790
132.00,71.72,5.0,2.63,19.75,,,,362.30,7.95,231.08,0.20,20.20,,659.71,1169.10,3.26,275.78,10.206
151.51,71.75,0.0,4.22,11.83,50.13,14.55,1118.1,360.67,7.62,660.40,0.17,13.47,0.50,1143.00,3380.83,12.00,277.37,29.001
151.51,71.75,10.0,3.07,13.95,45.78,21.48,1256.9,362.15,7.61,737.70,0.19,16.05,0.68,1285.00,3224.64,15.60,276.22,32.530
-176.0017,71.8003,4.2,0.18,29.91,,0.01,2062.8,379.55,8.37,151.48,2.21,,,1846.80,2161.24,-19.31,273.33,6.750
-176.0017,71.8003,10.4,0.22,30.13,,0.01,2067.8,378.26,8.38,149.15,2.25,,,1970.00,2288.17,-19.01,273.37,6.645
-176.0017,71.8003,14.8,-0.75,31.57,,0.01,2161.4,440.35,8.33,174.37,2.13,,,2096.40,2324.23,-75.92,272.40,7.797
-176.0017,71.8003,20.0,-1.32,32.48,,0.01,2229.8,412.72,8.16,278.54,1.57,,,2222.00,2394.71,-45.29,271.83,12.481
-176.0017,71.8003,48.2,-1.61,32.92,,0.05,2259.4,300.97,7.88,568.98,0.87,,,1872.20,1990.62,68.01,271.54,25.522
131.334,71.801,0.0,4.08,9.88,78.65,4.05,1193.0,371.00,7.88,407.96,0.30,5.86,0.16,1195.00,4232.01,8.51,277.23,17.924
131.334,71.801,8.0,3.97,11.94,,3.17,1238.0,361.00,7.85,437.97,0.31,,,1239.00,3631.30,13.76,277.12,19.250
131.334,71.801,18.0,-0.07,28.65,31.42,9.16,2114.0,101.00,7.21,2732.89,0.18,11.21,0.20,2275.00,2779.43,265.21,273.08,121.895
129.69,71.83,0.0,1.80,3.17,,,872.0,400.00,7.95,386.10,0.13,29.86,,897.82,9912.83,24.16,274.95,17.104
131,71.83,0.0,8.25,9.04,,,1348.0,334.00,7.93,588.80,0.33,0.31,,1350.81,5229.91,10.53,281.40,25.486
131,71.83,15.0,-0.43,27.77,,,1960.0,328.40,7.87,661.80,0.54,2.26,,1907.66,2404.33,43.88,272.72,29.557
-175.6810,71.8403,10.1,0.77,30.33,,0.01,2089.9,,8.33,173.00,2.11,,,1883.90,2173.88,,273.92,7.692
-175.6810,71.8403,19.7,-1.29,32.41,,0.01,2224.6,415.57,8.16,280.87,1.55,,,2094.50,2261.55,-48.31,271.86,12.584
-175.6810,71.8403,30.0,-1.64,32.94,,0.02,2255.6,291.82,7.85,610.76,0.82,,,2228.90,2368.23,77.38,271.51,27.399
-175.6810,71.8403,40.1,-1.66,32.96,,0.02,2257.7,281.41,7.82,653.14,0.77,,,2241.10,2379.68,87.91,271.49,29.303
-175.6810,71.8403,56.7,-1.70,33.07,,0.04,2266.4,266.94,7.79,716.18,0.71,,,2252.50,2383.84,102.47,271.45,32.136
166.767,71.867,3.3,1.93,28.15,1.06,0.95,1975.7,316.37,8.14,276.80,1.36,17.02,,1854.60,2305.74,32.64,275.08,12.256
166.767,71.867,14.0,1.89,28.23,0.89,0.83,1971.1,315.11,8.14,269.96,1.38,,,1847.40,2290.43,34.03,275.04,11.955
166.767,71.867,19.9,1.83,28.27,1.06,0.86,1978.3,314.96,8.15,269.14,1.38,,,1853.70,2295.26,34.69,274.98,11.922
166.767,71.867,20.0,1.83,28.27,1.06,0.86,1978.3,314.96,8.15,269.14,1.38,,,1853.70,2295.26,34.69,274.98,11.922
166.767,71.867,22.0,1.89,28.30,1.00,1.03,1979.8,312.40,8.14,276.64,1.36,,,1858.00,2298.00,36.58,275.04,12.251
166.767,71.867,23.5,1.22,28.61,1.59,2.35,2006.3,306.83,8.03,368.15,1.08,,,1918.40,2346.94,47.33,274.37,16.343
166.767,71.867,25.8,0.78,29.00,2.23,5.32,2019.3,305.42,8.02,376.60,1.06,17.72,,1934.10,2334.55,51.74,273.93,16.746
138.36,71.87,0.0,3.77,18.25,,,1556.0,348.90,8.04,414.00,0.55,2.54,,1508.36,2892.74,10.25,276.92,18.210
129.49,71.88,0.0,2.19,0.79,,,774.0,402.30,7.93,382.80,0.07,13.92,,809.54,,25.10,275.34,16.934
132.40,71.88,0.0,6.91,3.81,,,,363.20,7.89,515.67,0.13,7.92,,827.64,7603.01,6.55,280.06,22.427
132.40,71.88,12.0,6.91,3.81,,,,168.80,7.33,1837.13,0.22,8.20,,1856.32,17052.79,200.95,280.06,79.900
138.28,71.88,0.0,4.60,15.77,,,1446.0,353.80,8.03,422.10,0.47,6.32,,1412.58,3135.08,4.55,277.75,18.510
138.28,71.88,7.0,3.77,21.17,,,1694.0,338.70,7.92,576.80,0.51,5.32,,1652.44,2731.95,12.63,276.92,25.370
132.48,71.9,0.0,1.44,24.82,,,1605.0,265.40,7.55,1213.00,0.22,3.20,,1627.88,2295.56,97.21,274.59,53.806
132.48,71.9,13.0,-0.17,27.30,,,2066.0,136.10,7.35,2385.00,0.18,27.60,,2162.84,2772.87,234.97,272.98,106.418
132.61,71.9,0.0,0.49,26.43,,,2032.0,231.90,7.39,2207.80,0.19,12.11,,2115.42,2801.35,135.23,273.64,98.274
132.61,71.9,10.0,0.07,26.94,,,2060.0,186.20,7.41,2083.20,0.21,54.60,,2134.11,2772.60,183.55,273.22,92.870
138.16,71.91,0.0,4.56,16.70,,,1502.0,349.70,8.04,416.20,0.52,4.32,,1460.90,3061.77,6.52,277.71,18.254
138.16,71.91,10.0,2.78,24.94,,,1941.0,306.80,7.78,879.10,0.46,6.82,,1912.21,2683.53,43.26,275.93,38.806
132.67,71.93,0.0,7.82,9.77,,,1911.0,235.00,7.44,2615.70,0.15,5.10,,2034.93,7289.92,111.23,280.97,113.393
132.67,71.93,4.0,6.98,13.25,,,1999.0,169.50,7.31,3387.50,0.13,7.54,,2158.01,5700.41,174.89,280.13,147.291
131.15,71.95,0.0,6.38,8.66,,,,362.40,8.01,423.88,0.24,4.40,,993.40,4014.89,-0.93,279.53,18.470
131.15,71.95,10.0,2.83,20.11,,,,352.10,7.93,571.16,0.46,,,1545.46,2689.76,10.59,275.98,25.208
131.15,71.95,15.0,-0.88,30.05,,,,163.40,7.45,1874.47,0.25,11.92,,2060.39,2399.79,206.70,272.27,83.856
171.7918,71.9682,5.5,-0.01,27.69,1.92,0.01,1925.5,381.26,8.14,264.31,1.23,,0.92,1809.50,2287.43,-12.86,273.14,11.786
171.7918,71.9682,10.4,-0.01,28.98,2.62,0.01,2002.7,397.86,8.29,186.80,1.76,,0.86,1835.30,2216.73,-33.16,273.14,8.330
171.7918,71.9682,16.2,-1.15,31.18,,0.01,2195.9,478.10,8.27,209.57,1.88,,,1962.40,2202.91,-108.57,272.00,9.385
171.7918,71.9682,20.2,-1.28,31.70,,0.02,2232.7,468.32,8.22,241.86,1.74,,,2025.40,2236.56,-99.08,271.87,10.836
171.7918,71.9682,29.7,-1.58,32.39,3.15,0.02,2227.1,397.11,8.02,394.48,1.16,,0.45,2138.60,2310.68,-26.94,271.57,17.693
171.7918,71.9682,42.0,-1.73,33.16,3.18,0.11,2259.6,230.32,7.57,1193.35,0.44,,0.25,2308.30,2436.67,139.19,271.42,53.553
151.23,71.99,0.0,2.82,21.86,,,,349.30,7.98,326.48,0.37,47.92,,1022.33,1636.85,8.69,275.97,14.410
151.23,71.99,9.0,2.82,21.88,,,,350.90,7.97,382.55,0.38,38.84,,1095.27,1752.03,7.03,275.97,16.884
155.989,71.992,0.0,1.69,17.60,17.18,1.72,1377.0,385.02,7.88,400.41,0.42,0.74,0.20,1361.00,2705.79,-4.18,274.84,17.745
155.989,71.992,8.0,0.54,19.98,8.32,1.61,1480.0,387.43,7.88,413.08,0.47,,,1461.00,2559.48,-1.92,273.69,18.384
155.989,71.992,17.5,-0.47,22.12,8.51,6.45,1617.0,362.40,7.78,564.94,0.42,2.46,0.20,1613.00,2551.66,27.16,272.68,25.236
150.403,71.996,0.0,2.92,14.75,,113.95,1270.0,366.00,7.80,482.21,0.30,169.00,1.08,1273.00,3020.27,10.87,276.07,21.275
