Long,Lat,Depth,T,Sal,CDOM,Turb,TA,O2,pH,pCO2 ,Ar ,SPM,POC,DIC,nDIC,AOU,Temp K,CO2_Gas_conc_?mol_L
-173.6085,72.7672,4.3,1.26,30.60,,0.01,2103.6,370.85,8.32,176.53,2.15,,,1879.60,2149.72,-22.44,274.41,7.836
-173.6085,72.7672,9.9,1.41,30.79,,0.01,2122.4,372.28,8.32,178.71,2.18,,,1886.80,2144.45,-25.73,274.56,7.928
-173.6085,72.7672,19.7,2.11,32.39,,0.02,2220.5,376.98,8.25,225.11,2.09,,,1999.30,2160.70,-40.59,275.26,9.961
-173.6085,72.7672,30.0,-0.42,32.97,,0.03,2254.7,287.34,7.87,582.90,0.90,,,2187.70,2322.08,69.96,272.73,26.032
-173.6085,72.7672,40.4,-0.09,33.06,,0.01,2263.2,267.30,7.84,635.15,0.86,,,2201.60,2330.71,86.72,273.06,28.332
-173.6085,72.7672,50.2,-1.13,33.16,,0.01,2265.4,269.53,7.80,687.38,0.76,,,2233.30,2356.95,94.05,272.02,30.779
-173.6085,72.7672,58.9,-1.59,33.26,,0.04,2273.8,264.11,7.73,831.13,0.63,,,2260.30,2378.43,103.62,271.56,37.278
139.92,72.77,0.0,3.49,19.60,,,1568.0,347.70,8.03,416.00,0.56,5.87,,1516.58,2708.19,10.33,276.64,18.316
142.6697,72.7890,4.0,6.51,12.17,12.80,0.17,1250.7,349.49,7.74,575.20,0.28,,0.17,1220.60,3510.47,1.61,279.66,25.052
142.6697,72.7890,10.0,2.28,17.28,12.68,0.20,1572.6,336.69,7.59,942.49,0.25,,0.19,1575.70,3191.04,39.18,275.43,41.679
141.62,72.8,0.0,3.13,18.21,,,1442.0,358.10,7.97,457.60,0.42,25.44,,1409.77,2709.61,7.05,276.28,20.174
142.74,72.80,0.0,3.59,17.80,,,,354.30,7.96,353.99,0.29,75.40,,966.47,1900.36,7.72,276.74,15.580
142.74,72.80,10.0,3.59,17.77,,,,353.80,7.96,444.58,0.36,69.00,,1213.05,2389.23,8.30,276.74,19.567
130.345,72.805,3.2,2.70,19.32,19.50,10.28,1642.2,328.97,7.94,413.58,0.61,9.40,,1607.30,2911.26,37.07,275.85,18.261
130.345,72.805,9.2,2.70,19.37,19.58,12.14,,325.39,,,,,,,,40.56,275.85,0.000
130.345,72.805,16.0,2.69,19.49,19.68,16.65,1647.7,324.41,7.93,424.06,0.60,14.38,,1614.30,2898.87,41.35,275.84,18.725
130.350,72.805,3.8,1.77,14.75,28.76,7.23,1479.0,350.11,7.97,371.45,0.48,9.44,,1456.80,3456.32,38.32,274.92,16.457
130.350,72.805,6.5,2.33,17.99,21.99,5.11,1595.6,332.50,7.96,394.15,0.57,,,1563.70,3042.44,40.84,275.48,17.427
130.350,72.805,15.9,2.78,21.04,19.31,6.37,1667.1,321.23,7.92,427.97,0.63,8.02,,1629.90,2711.01,39.31,275.93,18.891
140.53,72.82,0.0,2.33,20.35,,,1562.0,358.40,8.00,439.00,0.51,5.02,,1515.61,2606.70,8.31,275.48,19.410
140.53,72.82,8.0,2.43,20.36,,,1582.0,357.90,8.00,446.50,0.52,5.82,,1535.29,2639.24,7.84,275.58,19.735
143.99,72.82,0.0,3.61,20.11,,,,349.30,7.94,397.75,0.34,60.20,,1092.69,1901.75,6.28,276.76,17.505
143.99,72.82,9.0,3.61,20.10,,,,350.20,7.94,569.90,0.49,59.00,,1565.22,2725.50,5.40,276.76,25.081
140.71,72.83,0.0,2.75,19.01,,,1505.0,359.90,7.92,530.00,0.40,3.24,,1477.83,2720.88,6.59,275.90,23.398
144.086,72.839,0.0,3.80,16.30,21.66,17.01,1330.0,,7.83,463.59,0.36,,,1324.00,2843.64,,276.95,20.388
146.998,72.863,0.0,2.96,14.27,40.02,10.42,1333.7,371.14,7.71,618.00,0.25,10.27,0.48,1349.00,3307.74,6.75,276.11,27.263
146.998,72.863,9.0,2.95,14.22,40.06,10.89,1332.2,371.07,7.71,606.80,0.25,10.53,0.43,1346.00,3311.84,7.08,276.10,26.770
130.106,72.871,3.3,2.51,18.86,19.55,18.14,1618.2,329.10,7.95,397.84,0.60,18.90,,1583.10,2937.15,40.08,275.66,17.579
130.106,72.871,9.5,2.51,18.86,19.52,24.33,1623.1,329.35,7.95,406.46,0.59,28.18,,1589.60,2949.51,39.85,275.66,17.960
130.106,72.872,3.4,2.14,16.93,24.26,8.89,1558.7,340.28,7.97,375.42,0.56,11.86,,1528.00,3159.37,37.96,275.29,16.610
130.106,72.872,5.9,2.35,18.98,20.49,9.66,,328.11,,,,,,,,42.30,275.50,0.000
130.106,72.872,9.2,2.35,18.98,20.60,8.74,1601.5,333.86,7.93,417.29,0.56,12.22,,1571.70,2898.36,36.55,275.50,18.450
140.6287,72.8753,4.1,1.57,22.46,10.84,0.17,1798.0,319.02,7.67,839.89,0.38,,0.16,1786.10,2783.18,48.95,274.72,37.238
140.6287,72.8753,10.7,1.13,24.23,,0.12,1897.4,297.29,7.63,948.71,0.38,,,1905.40,2752.80,69.90,274.28,42.130
140.6287,72.8753,15.8,0.28,26.86,9.78,0.15,2040.1,290.11,7.62,1025.21,0.42,,0.19,2108.90,2747.61,77.84,273.43,45.670
140.6287,72.8753,19.7,0.23,27.06,9.56,0.22,2062.1,,7.61,1044.01,0.42,,0.24,2177.70,2817.03,,273.38,46.515
140.627,72.886,3.4,1.80,20.79,15.33,24.45,1650.8,332.23,7.98,371.65,0.66,33.52,,1607.04,2705.01,38.28,274.95,16.464
140.627,72.886,17.4,1.78,20.80,15.35,24.46,1652.4,337.73,7.98,371.57,0.66,39.50,,1608.71,2706.85,32.96,274.93,16.462
140.643,72.886,3.3,1.61,20.43,18.01,22.95,1632.4,333.58,7.97,376.94,0.63,27.98,,1592.32,2727.93,39.81,274.76,16.710
140.643,72.886,10.2,1.71,20.66,16.03,24.46,1648.1,333.40,7.97,375.89,0.65,,,1605.97,2720.59,38.37,274.86,16.657
140.643,72.886,10.2,1.71,20.66,16.03,24.46,1648.1,333.40,7.97,375.89,0.65,,,1605.97,2720.59,38.37,274.86,16.657
140.643,72.886,15.1,1.75,20.75,15.47,24.46,1651.7,332.57,7.97,377.89,0.65,,,1609.50,2714.84,38.58,274.90,16.744
140.643,72.886,22.0,1.76,20.82,14.97,24.46,1656.5,331.16,7.97,377.68,0.66,39.16,,1613.64,2712.18,39.64,274.91,16.734
140.71,72.89,0.0,3.19,18.54,,,1180.0,361.10,7.94,395.10,0.33,7.78,,1153.15,2176.94,2.58,276.34,17.415
140.71,72.89,14.0,2.50,20.68,,,1421.0,344.40,7.87,549.10,0.35,8.81,,1397.16,2364.62,19.79,275.65,24.263
143.005,72.903,0.0,3.82,16.80,,8.03,1374.0,355.00,7.86,439.83,0.41,8.20,0.24,1362.00,2837.67,7.61,276.97,19.342
143.005,72.903,13.0,3.84,16.80,21.55,8.16,1372.0,355.00,7.84,458.00,0.39,8.93,0.15,1361.00,2835.75,7.51,276.99,20.140
143.075,72.906,0.0,2.71,14.88,45.18,6.54,1309.0,384.36,7.89,384.19,0.40,6.00,0.37,1296.00,3047.53,-5.80,275.86,16.963
143.075,72.906,14.0,2.11,17.76,27.26,4.67,1443.0,360.56,7.78,530.61,0.36,5.80,0.20,1442.00,2842.33,15.68,275.26,23.480
151.001,72.919,0.0,2.35,18.30,15.92,1.64,1431.0,361.03,7.87,419.55,0.46,1.55,0.15,1413.00,2702.14,11.30,275.50,18.549
151.001,72.919,8.0,1.64,20.83,10.32,4.45,1568.0,373.36,7.87,448.04,0.52,,,1545.00,2596.53,-1.43,274.79,19.859
151.001,72.919,15.0,1.65,20.94,10.66,10.84,1576.0,370.38,7.86,462.06,0.51,11.10,0.36,1555.00,2599.35,1.15,274.80,20.480
140.619,72.930,3.4,1.77,21.10,14.04,22.92,1670.1,331.92,7.98,376.36,0.68,24.64,,1625.64,2696.27,37.97,274.92,16.674
140.619,72.930,11.1,1.77,21.13,13.95,24.46,1668.6,331.92,7.98,375.35,0.67,32.84,,1624.04,2690.70,37.96,274.92,16.630
140.931,72.942,0.0,3.87,17.87,21.86,5.12,1429.0,349.00,7.83,485.96,0.41,5.40,0.35,1419.00,2778.77,10.25,277.02,21.367
140.931,72.942,13.0,3.92,18.05,,5.32,1445.0,344.00,7.79,540.71,0.39,,,1440.00,2791.93,14.31,277.07,23.770
140.931,72.942,22.0,3.61,19.04,25.43,9.31,1480.0,337.00,7.77,575.07,0.38,10.30,0.43,1478.00,2716.34,21.50,276.76,25.310
144.00,72.95,0.0,3.24,20.92,,,,349.10,7.97,375.04,0.38,26.00,,1111.65,1859.83,7.62,276.39,16.528
144.00,72.95,11.0,3.24,20.92,,,,349.70,7.97,398.33,0.40,35.20,,1180.51,1975.04,7.02,276.39,17.554
143.017,72.965,3.2,1.64,19.28,15.13,8.23,1538.1,337.05,7.93,399.16,0.53,14.50,,1510.09,2741.46,39.41,274.79,17.693
143.017,72.965,13.3,1.63,19.29,15.17,8.02,1538.1,345.07,7.93,398.07,0.53,11.92,,1509.94,2740.35,31.42,274.78,17.645
153.567,72.967,3.7,0.47,20.29,5.58,0.22,1535.3,352.82,7.94,380.93,0.53,11.24,,1505.40,2596.20,32.40,273.62,16.957
153.567,72.967,9.6,0.38,21.80,5.20,0.22,1624.3,345.61,7.94,392.81,0.58,,,1589.10,2551.47,36.08,273.53,17.492
153.567,72.967,12.9,0.99,23.20,4.92,0.34,1778.8,324.25,7.88,495.85,0.60,,,1749.20,2638.40,47.24,274.14,22.031
153.567,72.967,15.0,1.64,24.52,5.41,0.14,1805.4,311.03,7.77,650.26,0.51,,,1792.80,2559.16,50.57,274.79,28.823
153.567,72.967,20.5,-0.94,26.63,6.31,4.11,1944.3,253.46,7.54,1163.37,0.31,,,1989.60,2614.80,127.28,272.21,52.055
153.567,72.967,26.2,-0.80,27.11,6.39,4.82,1945.9,253.75,7.51,1251.66,0.30,15.54,,1998.00,2579.42,124.14,272.35,55.977
148.336,72.97,0.0,2.97,12.32,35.25,6.45,1203.0,394.62,7.90,358.32,0.35,5.55,0.44,1195.00,3393.71,-11.16,276.12,15.807
148.336,72.97,10.0,1.46,20.35,14.17,5.09,1556.0,348.08,7.74,614.78,0.38,7.05,0.26,1558.00,2680.22,27.05,274.61,27.269
142.59,72.98,0.0,3.36,18.68,,,,354.30,7.96,388.16,0.33,13.90,,1084.05,2031.15,7.42,276.51,17.099
142.59,72.98,10.0,3.42,19.09,,,,353.80,7.97,380.94,0.35,20.05,,1093.56,2004.95,6.25,276.57,16.777
142.6,72.99,0.0,2.82,19.72,,,1403.0,360.80,7.95,450.40,0.41,7.10,,1368.69,2429.22,3.06,275.97,19.879
142.6,72.99,10.0,2.81,19.70,,,1453.0,361.60,7.95,466.60,0.43,4.62,,1417.95,2519.20,2.41,275.96,20.595
149.00,72.99,0.0,1.90,20.53,,,,393.80,8.04,283.20,0.38,8.00,,1003.69,1711.11,-23.49,275.05,12.541
149.00,72.99,12.0,2.10,21.62,,,,358.60,7.94,428.10,0.38,16.50,,1219.13,1973.61,6.73,275.25,18.944
143.088,72.992,0.0,2.61,15.71,37.25,4.97,1350.0,384.49,7.91,378.21,0.43,3.70,0.37,1333.00,2969.47,-7.30,275.76,16.706
143.088,72.992,12.0,2.00,17.95,26.64,3.87,1458.0,363.75,7.78,532.04,0.37,3.05,0.22,1456.00,2838.44,13.00,275.15,23.553
137.400,73.000,3.4,2.93,18.73,14.44,1.38,1573.1,327.25,7.95,395.35,0.58,5.80,,1539.30,2875.89,38.31,276.08,17.442
137.400,73.000,11.0,2.94,18.73,14.59,1.35,,327.58,,,,,,,,37.92,276.09,0.000
137.400,73.000,15.2,2.57,21.75,14.45,1.45,2048.3,249.81,7.75,797.67,0.53,,,2045.90,3292.41,110.75,275.72,35.238
137.400,73.000,17.0,1.26,28.03,11.96,9.27,2045.2,238.16,7.68,877.88,0.52,,,2046.90,2555.56,117.24,274.41,38.966
137.400,73.000,21.9,1.31,28.13,11.61,14.31,2039.9,241.06,7.68,879.98,0.51,16.52,,2041.75,2540.27,113.64,274.46,39.053
131.53,73.00,0.0,6.12,8.73,,,,366.70,8.03,289.98,0.18,3.70,,705.26,2827.52,-3.09,279.27,12.647
131.53,73.00,5.0,5.29,12.74,,,,361.90,8.02,271.94,0.21,,,732.74,2013.03,-1.61,278.44,11.896
131.53,73.00,10.0,3.03,18.44,,,,389.40,7.86,418.26,0.23,,,946.25,1796.02,-23.95,276.18,18.446
131.53,73.00,25.0,-0.83,27.66,,,,181.00,7.44,911.84,0.10,18.80,,958.80,1213.23,195.61,272.32,40.785
132.79,73.00,0.0,4.62,16.12,,,,362.60,8.04,287.19,0.30,4.06,,888.79,1929.76,-5.37,277.77,12.593
132.79,73.00,8.0,4.07,16.48,,,,362.40,8.00,334.73,0.30,,,967.49,2054.75,-1.18,277.22,14.707
132.79,73.00,14.0,1.23,20.64,,,,363.50,7.96,341.22,0.31,3.96,,1023.26,1735.18,13.04,274.38,15.147
144.997,73,0.0,3.66,16.33,23.47,20.29,1365.0,362.00,7.87,428.36,0.41,25.90,0.31,1353.00,2899.88,3.37,276.81,18.849
144.997,73,11.0,3.66,16.33,23.54,22.33,1363.0,362.00,7.87,427.45,0.41,27.40,0.25,1351.00,2895.59,3.44,276.81,18.809
153.001,73,0.0,1.06,18.16,16.13,1.57,1463.0,387.13,7.77,551.80,0.33,2.25,0.12,1466.00,2825.72,-1.60,274.21,24.510
153.001,73,21.0,-1.07,29.00,11.09,5.77,2032.5,136.68,7.23,2491.60,0.17,4.88,0.19,2183.00,2634.57,238.40,272.08,111.542
130.21,73.01,0.0,8.22,3.23,,,,351.20,7.89,444.25,0.11,11.12,,688.40,7459.49,8.44,281.37,19.231
130.21,73.01,5.0,4.33,17.47,,,,357.50,7.95,318.79,0.25,,,838.51,1679.91,-1.29,277.48,13.994
130.21,73.01,10.0,-0.32,21.00,,,,386.40,7.91,325.02,0.24,,,904.92,1508.19,4.96,272.83,14.510
130.21,73.01,15.0,-0.41,23.62,,,,314.60,7.66,611.98,0.17,15.80,,1020.81,1512.63,69.75,272.74,27.330
143.674,73.01,0.0,2.64,15.33,37.99,4.92,1339.0,405.97,7.91,378.20,0.42,6.90,0.31,1323.00,3019.76,-27.97,275.79,16.703
143.674,73.01,11.1,2.06,17.44,27.13,3.56,1423.0,369.53,7.82,480.52,0.39,7.00,0.26,1417.00,2843.38,8.10,275.21,21.267
143.143,73.017,0.0,2.59,15.38,39.82,4.94,1341.0,385.07,7.91,371.81,0.43,4.25,0.34,1324.00,3013.17,-6.79,275.74,16.424
143.143,73.017,12.0,2.22,17.21,27.88,3.14,1415.0,363.22,7.80,499.88,0.37,5.10,0.24,1412.00,2870.82,13.44,275.37,22.111
129.9892,73.0185,3.6,10.58,3.54,17.29,1.40,1013.6,321.08,7.55,875.71,0.13,,0.64,1425.30,14087.17,18.32,283.73,37.593
129.9892,73.0185,10.6,-0.33,26.18,10.91,0.14,2009.6,294.70,7.62,1002.10,0.40,,0.34,2025.00,2707.64,81.29,272.82,44.740
147.005,73.019,0.0,2.99,14.63,39.73,26.99,1361.8,374.02,7.73,596.70,0.27,,,1373.00,3285.61,2.59,276.14,26.320
147.005,73.019,9.0,2.95,14.62,38.89,36.85,1353.3,371.76,7.73,590.10,0.27,,,1364.00,3265.95,5.24,276.10,26.033
134.248,73.020,3.9,2.83,19.54,14.06,4.18,1626.7,325.05,7.96,395.19,0.63,7.62,,1588.40,2845.15,39.20,275.98,17.441
134.248,73.020,10.4,2.83,19.54,14.01,4.06,1627.4,324.99,7.96,394.34,0.63,,,1588.90,2845.95,39.28,275.98,17.404
134.248,73.020,16.6,2.85,19.58,13.87,4.50,1629.2,332.80,7.96,395.41,0.63,4.88,,1590.60,2843.64,31.17,276.00,17.450
142.834,73.021,0.0,2.64,15.47,39.87,5.04,1345.0,383.15,7.89,393.70,0.41,3.95,0.35,1332.00,3013.67,-5.60,275.79,17.388
142.834,73.021,13.0,2.16,17.55,27.75,3.74,1443.0,363.78,7.79,519.49,0.37,2.85,0.20,1441.00,2873.09,12.53,275.31,22.983
143.015,73.024,0.0,3.70,17.38,,6.06,1400.0,352.00,7.86,443.10,0.43,5.90,0.27,1387.00,2792.67,10.12,276.85,19.494
143.015,73.024,8.0,3.71,17.38,21.70,6.19,1407.0,353.00,7.86,449.97,0.42,,,1394.00,2807.90,9.09,276.86,19.796
130.689,73.026,3.2,3.24,19.32,17.65,3.46,1637.8,327.69,7.95,408.80,0.63,66.80,,1600.40,2898.62,33.41,276.39,18.016
130.689,73.026,16.7,3.18,24.48,15.75,8.24,1880.1,281.31,7.82,609.05,0.63,,,1852.90,2648.99,66.43,276.33,26.846
130.689,73.026,21.2,2.84,26.88,13.69,21.45,1902.4,283.60,7.79,638.59,0.63,14.60,,1875.10,2441.12,60.76,275.99,28.182
130.691,73.026,3.3,2.71,19.09,17.81,1.67,1627.9,327.70,7.97,388.44,0.63,6.24,,1589.60,2914.28,38.90,275.86,17.151
130.691,73.026,17.3,3.28,26.62,15.05,6.32,1978.8,288.70,7.88,541.34,0.80,,,1929.90,2537.81,52.62,276.43,23.853
130.691,73.026,23.3,3.07,28.02,13.66,8.52,2039.4,275.26,7.84,600.43,0.79,16.52,,1995.10,2492.46,64.26,276.22,26.477
139.393,73.030,4.1,1.92,19.86,13.91,1.65,1596.9,338.11,7.96,376.10,0.61,3.24,,1559.14,2747.93,33.91,275.07,16.654
139.393,73.030,10.9,2.88,22.78,14.14,3.81,1599.4,335.38,7.95,377.04,0.67,,,1552.12,2384.26,19.59,276.03,16.638
139.393,73.030,13.3,3.07,23.30,14.17,21.42,1768.3,306.23,7.89,485.76,0.66,7.70,,1730.09,2598.57,45.58,276.22,21.420
148.181,73.030,3.5,0.98,22.00,10.21,21.50,1663.1,336.09,7.91,437.97,0.57,25.80,,1631.56,2596.02,39.04,274.13,19.460
148.181,73.030,12.1,0.98,22.00,10.32,22.36,1662.4,337.00,7.91,437.87,0.57,29.08,,1631.23,2595.57,38.11,274.13,19.456
143.085,73.034,0.0,2.60,15.65,38.68,5.01,1346.0,385.39,7.90,379.49,0.43,3.15,0.33,1330.00,2974.41,-7.93,275.75,16.763
143.085,73.034,14.7,2.06,17.56,27.25,3.41,1440.0,362.99,7.79,523.06,0.37,2.55,0.22,1438.00,2865.93,14.21,275.21,23.149
130.257,73.034,3.2,1.34,16.78,24.44,6.04,1539.0,349.01,7.98,358.66,0.54,13.08,,1509.00,3147.61,37.75,274.49,15.915
130.257,73.034,7.9,1.37,16.92,24.29,5.73,1610.2,343.51,8.02,342.31,0.62,,,1572.30,3252.59,42.51,274.52,15.188
130.257,73.034,14.1,2.28,20.96,19.16,9.24,1717.0,323.90,7.94,421.68,0.66,,,1677.70,2800.91,41.56,275.43,18.648
130.257,73.034,18.7,2.41,21.81,18.30,8.51,1732.2,321.72,7.94,422.38,0.68,11.90,,1689.70,2711.14,40.14,275.56,18.670
130.257,73.035,3.4,3.01,18.81,19.65,3.43,1618.7,334.51,7.95,401.39,0.61,7.20,,1582.80,2945.46,30.13,276.16,17.704
130.257,73.035,13.8,2.76,20.59,19.69,23.92,1693.7,307.59,7.92,446.98,0.62,,,1659.30,2820.97,54.44,275.91,19.732
130.257,73.035,18.2,2.72,20.76,19.63,24.46,1694.4,317.20,7.91,449.24,0.61,23.12,,1660.10,2798.21,44.69,275.87,19.835
146.824,73.035,0.0,2.05,18.79,19.35,5.96,1470.0,371.30,7.82,491.14,0.42,5.50,0.12,1461.00,2721.14,2.55,275.20,21.738
146.824,73.035,11.0,2.05,18.80,19.22,6.62,1472.0,369.17,7.81,502.28,0.41,5.45,0.26,1464.00,2725.68,4.65,275.20,22.231
142.6665,73.0482,4.1,6.27,12.27,12.78,0.24,1248.4,354.00,7.75,570.20,0.28,,0.23,1218.90,3477.72,-1.10,279.42,24.856
142.6665,73.0482,10.0,4.79,12.76,13.34,0.15,1306.4,353.19,7.69,676.62,0.24,,0.15,1285.60,3527.58,11.61,277.94,29.652
142.6665,73.0482,15.1,2.01,20.85,11.63,0.16,1737.4,315.55,7.61,949.65,0.31,,0.19,1750.80,2939.67,52.78,275.16,42.037
141.46,73.05,0.0,2.35,19.02,,,1472.0,367.30,7.90,534.80,0.37,3.74,,1448.24,2665.01,2.96,275.50,23.644
141.46,73.05,16.0,2.21,19.03,,,1553.0,367.10,7.92,546.50,0.40,6.20,,1527.04,2808.53,4.48,275.36,24.174
131.336,73.051,0.0,3.57,12.17,75.36,3.90,1309.0,385.00,7.89,417.12,0.35,3.93,0.13,1305.00,3753.08,-7.10,276.72,18.360
131.336,73.051,15.0,-0.33,27.84,,4.43,2100.0,156.00,7.28,2278.97,0.20,,,2230.00,2803.92,215.05,272.82,101.745
131.336,73.051,25.0,-0.98,31.57,20.70,5.48,2211.0,156.00,7.46,1562.58,0.33,5.20,0.12,2281.00,2528.66,210.68,272.17,69.929
143.084,73.072,0.0,2.31,16.61,29.52,3.45,1396.0,387.23,7.91,380.43,0.46,2.64,0.28,1377.00,2900.72,-9.70,275.46,16.822
143.084,73.072,14.4,2.03,17.85,26.90,3.21,1451.0,364.87,7.79,519.80,0.38,2.40,0.24,1448.00,2839.71,11.82,275.18,23.008
140.936,73.075,0.0,3.70,18.30,21.89,4.68,1454.0,351.00,7.85,461.99,0.45,4.53,0.37,1439.00,2752.94,8.64,276.85,20.326
140.936,73.075,15.0,3.75,18.64,22.07,5.72,1439.0,346.00,7.82,493.75,0.42,5.00,0.23,1429.00,2682.78,12.29,276.90,21.719
140.3482,73.0892,4.1,6.59,12.55,13.00,0.07,1298.0,354.43,7.81,505.19,0.34,,0.20,1287.10,3588.95,-4.97,279.74,21.997
140.3482,73.0892,10.2,3.94,17.59,12.49,0.10,1527.6,342.54,7.73,661.76,0.35,,0.12,1550.80,3086.43,16.86,277.09,29.090
140.3482,73.0892,14.8,-0.44,28.22,8.93,0.14,1584.9,261.07,7.58,849.10,0.30,,0.15,2195.80,2723.57,110.02,272.71,37.924
140.38,73.09,0.0,3.63,18.25,,,1207.0,357.60,7.99,360.60,0.38,4.72,,1173.16,2249.89,2.82,276.78,15.869
140.38,73.09,7.0,3.67,18.32,,,1507.0,358.00,7.99,451.40,0.48,,,1468.83,2806.18,1.87,276.82,19.862
140.38,73.09,14.0,2.60,21.30,,,1618.0,342.40,7.90,570.30,0.44,1.50,,1583.33,2601.72,19.14,275.75,25.191
143.005,73.092,0.0,3.67,17.26,,5.65,1398.0,353.00,7.86,447.36,0.42,6.53,0.35,1386.00,2810.22,9.74,276.82,19.684
143.005,73.092,15.0,3.69,17.32,22.23,6.05,1402.0,351.00,7.85,453.18,0.42,6.00,0.23,1390.00,2808.41,11.39,276.84,19.939
130.039,73.101,3.0,2.62,19.14,19.38,11.77,1628.2,327.73,7.95,398.32,0.61,13.50,,1591.90,2910.77,39.64,275.77,17.593
130.039,73.101,12.2,2.57,19.32,19.60,13.21,1636.4,330.82,7.95,405.07,0.61,,,1600.60,2899.20,36.45,275.72,17.894
130.039,73.101,15.8,2.46,19.61,19.90,19.43,1647.0,327.09,7.94,412.07,0.61,16.04,,1611.80,2877.00,40.45,275.61,18.211
129.819,73.102,2.9,1.37,17.30,26.27,13.25,1601.4,334.86,8.02,343.70,0.62,13.14,,1563.50,3163.72,50.10,274.52,15.250
129.819,73.102,5.2,1.84,20.41,20.04,20.15,1683.6,327.28,7.93,429.71,0.60,,,1650.40,2830.63,44.00,274.99,19.034
129.819,73.102,8.9,1.86,20.79,19.69,15.68,1684.0,326.28,7.92,436.77,0.60,15.66,,1651.30,2779.42,43.68,275.01,19.345
140.352,73.104,3.2,1.74,20.33,14.02,2.28,1622.7,335.21,7.97,370.48,0.64,6.62,,1581.85,2722.69,37.22,274.89,16.416
140.352,73.104,11.2,2.72,22.90,14.62,11.17,1832.7,304.89,7.86,545.62,0.63,,,1803.16,2756.11,51.16,275.87,24.090
140.352,73.104,14.2,2.34,25.69,12.28,24.46,1815.4,302.45,7.83,552.92,0.63,11.68,,1784.09,2431.00,49.49,275.49,24.446
144.01,73.11,0.0,2.12,18.75,,,,363.40,7.98,367.01,0.33,79.72,,1083.94,2023.36,9.85,275.27,16.240
144.01,73.11,9.0,2.75,20.05,,,,358.00,7.95,410.92,0.36,106.40,,1171.45,2044.92,5.60,275.90,18.141
143.074,73.117,0.0,2.20,16.49,27.29,3.90,1395.0,387.28,7.93,363.19,0.48,3.40,0.25,1373.00,2914.80,-8.27,275.35,16.066
143.074,73.117,11.6,2.02,17.70,25.72,4.33,1431.0,368.41,7.81,488.39,0.39,3.40,0.24,1425.00,2818.28,8.80,275.17,21.618
134.645,73.141,0.0,0.40,12.35,62.50,1.45,1307.1,410.71,7.78,513.20,0.24,,,1320.00,3740.59,-0.19,273.55,22.851
134.645,73.141,12.0,-0.87,21.69,73.12,1.32,1851.5,294.68,7.45,1405.20,0.21,,,1929.00,3112.74,100.43,272.28,62.861
134.645,73.141,18.0,-1.01,28.81,30.44,19.31,2117.4,238.14,7.43,1615.80,0.28,,,2197.00,2669.20,136.89,272.14,72.319
142.6670,73.1432,4.0,6.06,12.19,12.03,0.08,1268.0,357.35,7.78,539.80,0.30,,0.11,1237.90,3554.32,-2.43,279.21,23.548
142.6670,73.1432,4.0,6.06,12.19,11.82,,1266.6,356.86,7.78,535.95,0.30,,0.12,1236.00,3549.48,-1.93,279.21,23.380
151.003,73.146,0.0,2.59,19.10,7.86,1.94,1438.0,367.00,7.90,398.03,0.48,1.20,0.36,1416.00,2594.90,0.76,275.74,17.582
151.003,73.146,15.0,1.01,24.73,9.77,7.24,1779.0,295.00,7.57,1016.99,0.32,6.60,,1813.00,2565.70,71.94,274.16,45.182
142.35,73.16,0.0,2.94,19.73,,,,357.20,7.99,383.21,0.39,18.10,,1161.91,2061.17,5.52,276.09,16.906
142.35,73.16,7.0,2.93,19.76,,,,385.50,7.99,574.38,0.58,17.04,,1742.82,3086.98,-22.77,276.08,25.341
142.47,73.16,0.0,1.80,19.00,,,1263.0,361.80,7.98,382.40,0.37,14.80,,1231.50,2268.55,13.86,274.95,16.940
129.886,73.165,3.4,2.87,18.83,20.51,3.49,1615.1,328.50,7.95,396.97,0.61,4.49,,1579.10,2934.52,37.31,276.02,17.517
129.886,73.165,12.6,2.41,20.12,21.35,24.46,1651.9,322.59,7.93,427.74,0.60,,,1618.60,2815.56,44.05,275.56,18.907
129.886,73.165,17.0,2.47,20.84,20.99,24.46,1694.6,321.29,7.90,463.33,0.59,29.16,,1663.60,2793.65,42.70,275.62,20.476
139.574,73.169,3.7,1.67,19.32,14.76,1.89,1556.8,342.40,7.96,370.75,0.58,3.18,,1522.16,2758.17,33.59,274.82,16.432
139.574,73.169,9.6,1.63,20.61,13.74,1.60,1566.5,345.75,7.94,387.37,0.57,,,1532.25,2602.10,26.96,274.78,17.171
139.574,73.169,11.2,2.82,23.60,14.08,2.69,1859.2,296.48,7.84,565.75,0.64,,,1829.82,2714.00,56.78,275.97,24.970
139.574,73.169,14.0,2.46,26.59,12.17,19.78,1934.9,291.75,7.82,607.84,0.67,7.94,,1903.48,2505.52,56.73,275.61,26.863
143.004,73.179,0.0,2.08,17.04,24.06,35.18,1386.0,369.00,7.90,396.04,0.42,44.60,0.50,1371.00,2816.35,9.58,275.23,17.527
140.92,73.18,0.0,3.56,18.00,,,1424.0,360.00,7.98,438.80,0.44,3.82,,1390.31,2703.39,1.75,276.71,19.315
140.92,73.18,11.0,3.33,18.24,,,1470.0,362.20,7.95,482.80,0.42,4.92,,1439.33,2761.87,1.01,276.48,21.270
129.9957,73.1840,4.2,9.55,5.35,16.46,1.30,1080.9,,7.62,761.07,0.16,,0.45,1041.10,6809.66,,282.70,32.791
